cbsa_code,metro_name,city_state,year,quarter,fhfa_index,zillow_price_q,fhfa_qoq,fhfa_yoy,zillow_qoq,zillow_yoy,firms_founded,firms_founded_yoy,hhi_new,top_industry_share_new,industry_count_new,firm_count_total,hhi_stock,top_industry_share_stock,industry_count_stock,share_large_proxy,median_size_mid,firms_founded_yoy_lag1q,hhi_new_lag1q,firms_founded_yoy_lag2q,hhi_new_lag2q,firms_founded_yoy_lag4q,hhi_new_lag4q,firms_founded_yoy_lag8q,hhi_new_lag8q,fhfa_yoy_fwd4q,zillow_yoy_fwd4q,yq,date
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1992,2,79.05,,0.0143718721929935,0.0840647284695557,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.1067678684376975,,1992Q2,1992-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1992,3,80.86,,0.0228969006957622,0.0896105646139335,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0959683403413307,,1992Q3,1992-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1992,4,83.23,,0.0293099183774425,0.0891127976969379,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0935960591133004,,1992Q4,1992-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1993,1,83.85,,0.0074492370539467,0.0759656101629666,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0960047704233753,,1993Q1,1993-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1993,2,87.49,,0.0434108527131782,0.1067678684376975,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0658360955537775,,1993Q2,1993-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1993,3,88.62,,0.0129157618013489,0.0959683403413307,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.1123899796885579,,1993Q3,1993-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1993,4,91.02,,0.0270819228165197,0.0935960591133004,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.088551966600747,,1993Q4,1993-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1994,1,91.9,,0.0096682047901561,0.0960047704233753,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0881392818280739,,1994Q1,1994-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1994,2,93.25,,0.0146898803046788,0.0658360955537775,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0790348525469168,,1994Q2,1994-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1994,3,98.58,,0.0571581769436997,0.1123899796885579,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0611685940353012,,1994Q3,1994-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1994,4,99.08,,0.0050720227226617,0.088551966600747,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0853855470327009,,1994Q4,1994-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1995,1,100.0,,0.0092854259184498,0.0881392818280739,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0750999999999999,,1995Q1,1995-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1995,2,100.62,,0.0061999999999999,0.0790348525469168,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0915324985092427,,1995Q2,1995-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1995,3,104.61,,0.0396541443053071,0.0611685940353012,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0598413153618202,,1995Q3,1995-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1995,4,107.54,,0.0280087945703089,0.0853855470327009,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0437046680305002,,1995Q4,1995-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1996,1,107.51,,-0.0002789659661521,0.0750999999999999,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0237187238396427,,1996Q1,1996-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1996,2,109.83,,0.0215793879639103,0.0915324985092427,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0258581444049894,,1996Q2,1996-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1996,3,110.87,,0.0094691796412638,0.0598413153618202,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0275998917651303,,1996Q3,1996-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1996,4,112.24,,0.0123568142870027,0.0437046680305002,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.034479686386315,,1996Q4,1996-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1997,1,110.06,,-0.0194226657163221,0.0237187238396427,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.063238233690714,,1997Q1,1997-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1997,2,112.67,,0.0237143376340178,0.0258581444049894,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0678086447146533,,1997Q2,1997-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1997,3,113.93,,0.0111831010916836,0.0275998917651303,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0486263495128587,,1997Q3,1997-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1997,4,116.11,,0.0191345563065039,0.034479686386315,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0533976401688054,,1997Q4,1997-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1998,1,117.02,,0.0078373955731634,0.063238233690714,,,2.0,1.0,1.0,1.0,1.0,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0541787728593403,,1998Q1,1998-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1998,2,120.31,,0.0281148521620235,0.0678086447146533,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,1.0,1.0,,,,,,,0.031501953287341,,1998Q2,1998-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1998,3,119.47,,-0.0069819632615742,0.0486263495128587,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,1.0,1.0,,,,,0.0133924834686531,,1998Q3,1998-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1998,4,122.31,,0.0237716581568594,0.0533976401688054,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0024527839097375,,1998Q4,1998-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1999,1,123.36,,0.0085847436840813,0.0541787728593403,,,1.0,0.0,1.0,1.0,1.0,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,1.0,1.0,,,-0.0269130998702982,,1999Q1,1999-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1999,2,124.1,,0.0059987029831387,0.031501953287341,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,0.0,1.0,,,,,,,-0.0315874294923448,,1999Q2,1999-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1999,3,121.07,,-0.0244157937147462,0.0133924834686531,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,0.0,1.0,,,,,0.0161889815809037,,1999Q3,1999-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",1999,4,122.01,,0.0077641034112498,-0.0024527839097375,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0113925088107531,,1999Q4,1999-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2000,1,120.04,,-0.0161462175231538,-0.0269130998702982,,,2.0,1.0,0.5,0.5,2.0,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,0.0,1.0,1.0,1.0,0.0647284238587138,,2000Q1,2000-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2000,2,120.18,,0.0011662779073642,-0.0315874294923448,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,1.0,0.5,,,,,,,0.0630720585787985,,2000Q2,2000-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2000,3,123.03,,0.0237144283574637,0.0161889815809037,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,1.0,0.5,,,,,0.0285296269202632,,2000Q3,2000-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2000,4,123.4,,0.0030073965699424,0.0113925088107531,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0383306320907617,,2000Q4,2000-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2001,1,127.81,,0.0357374392220422,0.0647284238587138,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,1.0,0.5,0.0,1.0,0.0143181284719504,,2001Q1,2001-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2001,2,127.76,,-0.0003912056959549,0.0630720585787985,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0118973074514714,,2001Q2,2001-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2001,3,126.54,,-0.0095491546649968,0.0285296269202632,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0278963173700015,,2001Q3,2001-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2001,4,128.13,,0.0125651967757229,0.0383306320907617,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0426129712011238,,2001Q4,2001-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2002,1,129.64,,0.0117849059548895,0.0143181284719504,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,1.0,0.5,0.0212897253933972,,2002Q1,2002-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2002,2,129.28,,-0.0027769207034864,0.0118973074514714,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.03125,,2002Q2,2002-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2002,3,130.07,,0.0061107673267326,0.0278963173700015,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0232951487660491,,2002Q3,2002-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2002,4,133.59,,0.0270623510417469,0.0426129712011238,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0077101579459539,,2002Q4,2002-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2003,1,132.4,,-0.0089078523841604,0.0212897253933972,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0242447129909366,,2003Q1,2003-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2003,2,133.32,,0.0069486404833836,0.03125,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0404290429042906,,2003Q2,2003-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2003,3,133.1,,-0.0016501650165016,0.0232951487660491,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0643876784372652,,2003Q3,2003-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2003,4,134.62,,0.011419984973704,0.0077101579459539,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0768830782944585,,2003Q4,2003-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2004,1,135.61,,0.0073540335759918,0.0242447129909366,,,2.0,-0.3333333333333333,0.5,0.5,2.0,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0820735933928176,,2004Q1,2004-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2004,2,138.71,,0.0228596711156994,0.0404290429042906,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,-0.3333333333333333,0.5,,,,,,,0.1036695263499387,,2004Q2,2004-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2004,3,141.67,,0.0213394852570107,0.0643876784372652,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,-0.3333333333333333,0.5,,,,,0.1298792969577187,,2004Q3,2004-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2004,4,144.97,,0.0232935695630691,0.0768830782944585,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.1583086155756363,,2004Q4,2004-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2005,1,146.74,,0.0122094226391666,0.0820735933928176,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,-0.3333333333333333,0.5,,,0.188632956249148,,2005Q1,2005-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2005,2,153.09,,0.0432738176366362,0.1036695263499387,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.1857077536089881,,2005Q2,2005-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2005,3,160.07,,0.0455940949768109,0.1298792969577187,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.1857312425813708,,2005Q3,2005-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2005,4,167.92,,0.0490410445430125,0.1583086155756363,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.156086231538828,,2005Q4,2005-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2006,1,174.42,,0.0387089090042878,0.188632956249148,,,1.0,-0.5,1.0,1.0,1.0,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,-0.3333333333333333,0.5,0.1265336543974315,,2006Q1,2006-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2006,2,181.52,,0.0407063410159387,0.1857077536089881,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,-0.5,1.0,,,,,,,0.1138717496694579,,2006Q2,2006-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2006,3,189.8,,0.0456148082855882,0.1857312425813708,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,-0.5,1.0,,,,,0.0388830347734456,,2006Q3,2006-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2006,4,194.13,,0.022813487881981,0.156086231538828,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0506876835110492,,2006Q4,2006-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2007,1,196.49,,0.0121568021428939,0.1265336543974315,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,-0.5,1.0,,,0.0326734184945798,,2007Q1,2007-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2007,2,202.19,,0.0290091098783653,0.1138717496694579,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0184974528908452,,2007Q2,2007-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2007,3,197.18,,-0.0247786735249022,0.0388830347734456,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0113094634344255,,2007Q3,2007-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2007,4,203.97,,0.0344355411299319,0.0506876835110492,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0626562729813208,,2007Q4,2007-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2008,1,202.91,,-0.005196842672942,0.0326734184945798,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,-0.5,1.0,-0.0715588191809176,,2008Q1,2008-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2008,2,198.45,,-0.0219801882608052,-0.0184974528908452,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0858654572940287,,2008Q2,2008-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2008,3,194.95,,-0.0176366843033509,-0.0113094634344255,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.1084380610412926,,2008Q3,2008-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2008,4,191.19,,-0.0192869966658116,-0.0626562729813208,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.1035619017731053,,2008Q4,2008-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2009,1,188.39,,-0.0146451174224594,-0.0715588191809176,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.1111523966240246,,2009Q1,2009-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2009,2,181.41,,-0.0370507988746747,-0.0858654572940287,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0721569924480458,,2009Q2,2009-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2009,3,173.81,,-0.04189405214707,-0.1084380610412926,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0429779644439329,,2009Q3,2009-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2009,4,171.39,,-0.0139232495253438,-0.1035619017731053,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.037050002917323,,2009Q4,2009-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2010,1,167.45,,-0.0229885057471264,-0.1111523966240246,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0471185428486115,,2010Q1,2010-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2010,2,168.32,,0.0051955807703791,-0.0721569924480458,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0885218631178708,,2010Q2,2010-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2010,3,166.34,,-0.0117633079847908,-0.0429779644439329,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0768907057833352,,2010Q3,2010-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2010,4,165.04,,-0.0078153180233258,-0.037050002917323,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0638633058652446,,2010Q4,2010-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2011,1,159.56,,-0.0332040717401841,-0.0471185428486115,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0546502882928051,,2011Q1,2011-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2011,2,153.42,,-0.0384808222612184,-0.0885218631178708,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0383913440229434,,2011Q2,2011-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2011,3,153.55,,0.0008473471516101,-0.0768907057833352,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0071637902963205,,2011Q3,2011-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2011,4,154.5,,0.0061869098013676,-0.0638633058652446,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,-0.0204530744336569,,2011Q4,2011-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2012,1,150.84,,-0.0236893203883494,-0.0546502882928051,,,1.0,0.0,1.0,1.0,1.0,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0074913815963935,,2012Q1,2012-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2012,2,147.53,,-0.0219437814903208,-0.0383913440229434,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,0.0,1.0,,,,,,,0.0121331254660068,,2012Q2,2012-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2012,3,152.45,,0.0333491493255608,-0.0071637902963205,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,0.0,1.0,,,,,0.0058379796654641,,2012Q3,2012-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2012,4,151.34,,-0.0072810757625449,-0.0204530744336569,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0126866657856481,,2012Q4,2012-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2013,1,151.97,,0.0041628122109158,0.0074913815963935,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,0.0,1.0,,,0.0417187602816344,,2013Q1,2013-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2013,2,149.32,,-0.0174376521681911,0.0121331254660068,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0555853201178677,,2013Q2,2013-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2013,3,153.34,,0.0269220466113047,0.0058379796654641,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0601278205295421,,2013Q3,2013-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2013,4,153.26,,-0.000521716447111,0.0126866657856481,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0970899125668798,,2013Q4,2013-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2014,1,158.31,,0.0329505415633564,0.0417187602816344,,,2.0,0.0,0.5,0.5,2.0,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,0.0,1.0,0.0735266249763122,,2014Q1,2014-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2014,2,157.62,,-0.0043585370475648,0.0555853201178677,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,0.0,0.5,,,,,,,0.1072198959522903,,2014Q2,2014-06-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2014,3,162.56,,0.0313412003552848,0.0601278205295421,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,0.0,0.5,,,,,0.1068528543307087,,2014Q3,2014-09-30 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2014,4,168.14,,0.0343257874015747,0.0970899125668798,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.074342809563459,,2014Q4,2014-12-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2015,1,169.95,,0.0107648388247889,0.0735266249763122,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,0.0,0.5,,,0.0784348337746396,,2015Q1,2015-03-31 23:59:59.999999999
31020,"Longview-Kelso, WA","Longview-Kelso, WA",2015,2,174.52,,0.0268902618417183,0.1072198959522903,,,,,,,,28.0,0.0892857142857142,0.2142857142857142,18.0,0.0357142857142857,125.5,,,,,,,,,0.0899610359844143,,2015Q2,2015-06-30 23:59:59.999999999
